date,p,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,dividend growth,dividend yield,u
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,235.86,11.84,18.56,14.16,0.233,0.050214823,10.64
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,229.27,11.91,18.49,13.74,0.232,0.051933702,10.69
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,234.84,11.91,18.2,14.05,0,0.050701187,10.69
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,246.52,12.29,18.47,14.72,0,0.049840933,10.69
1911.03,9.32,0.47,0.7,9.04,1911.21,3.99,241.08,12.16,17.98,14.37,0,0.050429185,10.69
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,247.87,12.55,18.25,14.75,0,0.050646552,10.69
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,253.21,12.55,17.94,15.05,0,0.049578059,10.69
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,258.29,12.55,17.63,15.33,0,0.04860393,10.69
1911.07,9.63,0.47,0.65,8.85,1911.54,4,254.46,12.42,17.13,15.08,0,0.048805815,10.69
1911.08,9.17,0.47,0.64,9.13,1911.62,4,234.73,12.03,16.3,13.9,0,0.051254089,10.69
1911.09,8.67,0.47,0.63,9.23,1911.71,4,219.64,11.91,15.83,13,0,0.054209919,10.69
1911.1,8.72,0.47,0.61,9.23,1911.79,4,220.91,11.91,15.54,13.07,0,0.053899083,10.69
1911.11,9.07,0.47,0.6,9.13,1911.87,4.01,232.17,12.03,15.4,13.73,0,0.051819184,10.69
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,235.65,12.16,15.26,13.93,0,0.051591658,10.69
1912.01,9.12,0.47,0.6,9.13,1912.04,4.01,233.45,12.05,15.34,13.79,0.074,0.051622807,10.71
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,229.02,11.95,15.41,13.53,0.083,0.052179204,10.73
1912.03,9.3,0.47,0.62,9.42,1912.21,4.08,230.84,11.73,15.33,13.64,0.074,0.050806452,10.75
1912.04,9.59,0.47,0.63,9.7,1912.29,4.12,231.04,11.4,15.1,13.65,0.073,0.049353493,10.77
1912.05,9.58,0.47,0.64,9.7,1912.37,4.16,230.8,11.42,15.32,13.65,0.083,0.049498956,10.79
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,233.09,11.56,15.69,13.79,0.073,0.049582463,10.81
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,233.33,11.58,15.92,13.8,0.073,0.049614181,10.83
1912.08,9.81,0.48,0.66,9.7,1912.62,4.27,236.34,11.48,15.98,13.98,0.082,0.048593272,10.85
1912.09,9.86,0.48,0.67,9.8,1912.71,4.3,235.24,11.39,16.04,13.93,0.073,0.048427992,10.86
1912.1,9.84,0.48,0.68,9.8,1912.79,4.34,234.76,11.41,16.26,13.91,0.073,0.048607724,10.88
1912.11,9.73,0.48,0.69,9.8,1912.87,4.38,232.14,11.43,16.48,13.75,0.082,0.049249743,10.9
1912.12,9.38,0.48,0.7,9.7,1912.96,4.41,225.98,11.56,16.86,13.39,0.072,0.051172708,10.92
1913.01,9.3,0.48,0.69,9.8,1913.04,4.45,221.88,11.45,16.56,13.15,0,0.051612903,10.92
1913.02,8.97,0.48,0.69,9.8,1913.12,4.43,214.01,11.45,16.42,12.68,0,0.053511706,10.92
1913.03,8.8,0.48,0.68,9.8,1913.21,4.4,209.95,11.45,16.28,12.44,0,0.054545455,10.92
1913.04,8.79,0.48,0.68,9.8,1913.29,4.38,209.71,11.45,16.14,12.43,0,0.054607509,10.92
1913.05,8.55,0.48,0.67,9.7,1913.37,4.35,206.09,11.57,16.17,12.22,0,0.056140351,10.92
1913.06,8.12,0.48,0.67,9.8,1913.46,4.33,193.73,11.45,15.87,11.49,0,0.0591133,10.92
1913.07,8.23,0.48,0.66,9.9,1913.54,4.31,194.37,11.34,15.57,11.53,0,0.058323208,10.92
1913.08,8.45,0.48,0.65,9.9,1913.62,4.28,199.56,11.34,15.43,11.85,0,0.056804734,10.92
1913.09,8.53,0.48,0.65,10,1913.71,4.26,199.44,11.22,15.14,11.84,0,0.056271981,10.92
1913.1,8.26,0.48,0.64,10,1913.79,4.23,193.13,11.22,15,11.47,0,0.05811138,10.92
1913.11,8.05,0.48,0.64,10.1,1913.87,4.21,186.35,11.11,14.72,11.07,0,0.059627329,10.92
1913.12,8.04,0.48,0.63,10,1913.96,4.18,187.98,11.22,14.73,11.17,0,0.059701493,10.92
1914.01,8.37,0.48,0.62,10,1914.04,4.16,195.7,11.11,14.51,11.64,-0.455,0.056750299,10.81
1914.02,8.48,0.47,0.61,9.9,1914.12,4.17,200.27,11.1,14.45,11.91,-0.46,0.055424528,10.69
1914.03,8.32,0.47,0.6,9.9,1914.21,4.17,196.49,10.98,14.23,11.69,-0.464,0.055889423,10.58
1914.04,8.12,0.46,0.59,9.8,1914.29,4.18,193.73,10.97,14.15,11.52,-0.47,0.056650246,10.47
1914.05,8.17,0.46,0.58,9.9,1914.37,4.19,192.95,10.75,13.8,11.48,-0.475,0.055691554,10.35
1914.06,8.13,0.45,0.58,9.9,1914.46,4.19,192.01,10.63,13.58,11.43,-0.48,0.055350554,10.24
1914.07,7.68,0.45,0.57,10,1914.54,4.2,179.56,10.4,13.23,10.69,-0.485,0.057942708,10.12
1914.08,7.68,0.44,0.56,10.2,1914.62,4.21,176.04,10.09,12.76,10.49,-0.491,0.057291667,10.01
1914.09,7.68,0.44,0.55,10.2,1914.71,4.21,176.04,9.97,12.55,10.5,-0.496,0.056640625,9.9
1914.1,7.68,0.43,0.54,10.1,1914.79,4.22,177.79,9.95,12.46,10.61,-0.502,0.055989583,9.78
1914.11,7.68,0.43,0.53,10.2,1914.87,4.23,176.04,9.74,12.13,10.52,-0.508,0.055338542,9.67
1914.12,7.35,0.42,0.52,10.1,1914.96,4.23,170.15,9.72,12.04,10.17,-0.514,0.057142857,9.56
1915.01,7.48,0.42,0.55,10.1,1915.04,4.24,173.16,9.74,12.73,10.36,0.083,0.056256684,9.57
1915.02,7.38,0.42,0.58,10,1915.12,4.22,172.55,9.86,13.56,10.33,0.093,0.057140921,9.59
1915.03,7.57,0.42,0.61,9.9,1915.21,4.21,178.78,9.98,14.41,10.71,0.082,0.055812417,9.61
1915.04,8.14,0.42,0.64,10,1915.29,4.19,190.32,9.9,14.96,11.4,0.082,0.052002457,9.63
1915.05,7.95,0.42,0.67,10.1,1915.37,4.18,184.04,9.82,15.51,11.03,0.092,0.053358491,9.65
1915.06,8.04,0.43,0.7,10.1,1915.46,4.16,186.12,9.84,16.2,11.15,0.082,0.052860697,9.67
1915.07,8.01,0.43,0.73,10.1,1915.54,4.15,185.43,9.86,16.9,11.11,0.082,0.053158552,9.69
1915.08,8.35,0.43,0.76,10.1,1915.62,4.13,193.3,9.88,17.59,11.58,0.092,0.051101796,9.71
1915.09,8.66,0.43,0.79,10.1,1915.71,4.11,200.47,9.9,18.29,12.01,0.081,0.049364896,9.73
1915.1,9.14,0.43,0.82,10.2,1915.79,4.1,209.51,9.82,18.8,12.55,0.081,0.046859956,9.74
1915.11,9.46,0.43,0.85,10.3,1915.87,4.08,214.74,9.74,19.29,12.86,0.091,0.045369979,9.77
1915.12,9.48,0.43,0.88,10.3,1915.96,4.07,215.19,9.76,19.98,12.88,0.081,0.04535865,9.78
1916.01,9.33,0.44,0.93,10.4,1916.04,4.05,209.75,9.91,21,12.54,1.077,0.047245445,10.03
1916.02,9.2,0.45,0.99,10.4,1916.12,4.07,206.83,10.15,22.22,12.35,1.061,0.049097826,10.28
1916.03,9.17,0.46,1.04,10.5,1916.21,4.08,204.19,10.3,23.2,12.18,1.026,0.050436205,10.52
1916.04,9.07,0.47,1.1,10.6,1916.29,4.1,200.06,10.44,24.2,11.91,1.002,0.052183021,10.77
1916.05,9.27,0.48,1.15,10.7,1916.37,4.11,202.56,10.58,25.15,12.03,0.989,0.05223301,11.02
1916.06,9.36,0.5,1.21,10.8,1916.46,4.13,202.63,10.72,26.09,12,0.958,0.052884615,11.26
1916.07,9.23,0.51,1.26,10.8,1916.54,4.14,199.82,10.95,27.26,11.79,0.937,0.054799567,11.51
1916.08,9.3,0.52,1.31,10.9,1916.62,4.16,199.49,11.08,28.16,11.73,0.926,0.05555914,11.76
1916.09,9.68,0.53,1.37,11.1,1916.71,4.17,203.9,11.11,28.82,11.94,0.898,0.054493802,12
1916.1,9.98,0.54,1.42,11.3,1916.79,4.19,206.5,11.14,29.42,12.05,0.88,0.053937876,12.25
1916.11,10.21,0.55,1.48,11.5,1916.87,4.2,207.58,11.17,30.01,12.05,0.871,0.053790402,12.5
1916.12,9.8,0.56,1.53,11.6,1916.96,4.22,197.53,11.29,30.84,11.41,0.846,0.057142857,12.74
1917.01,9.57,0.57,1.51,11.7,1917.04,4.23,191.24,11.41,30.16,10.99,0.83,0.059644723,12.99
1917.02,9.03,0.58,1.49,12,1917.12,4.26,175.94,11.33,28.99,10.06,0.822,0.064418605,13.23
1917.03,9.31,0.59,1.47,12,1917.21,4.29,181.4,11.54,28.6,10.33,0.799,0.063641246,13.48
1917.04,9.17,0.6,1.45,12.6,1917.29,4.32,170.16,11.19,26.85,9.64,0.784,0.065790622,13.73
1917.05,8.86,0.61,1.43,12.8,1917.37,4.34,161.84,11.22,26.05,9.14,0.778,0.069322799,13.97
1917.06,9.04,0.63,1.41,13,1917.46,4.37,162.59,11.24,25.27,9.15,0.757,0.069137168,14.22
1917.07,8.79,0.64,1.38,12.8,1917.54,4.4,160.56,11.61,25.28,9,0.744,0.072332196,14.47
1917.08,8.53,0.65,1.36,13,1917.62,4.43,153.41,11.63,24.51,8.57,0.738,0.075814771,14.71
1917.09,8.12,0.66,1.34,13.3,1917.71,4.46,142.75,11.56,23.61,7.95,0.719,0.080972906,14.96
1917.1,7.68,0.67,1.32,13.5,1917.79,4.49,133.01,11.57,22.9,7.39,0.708,0.087018229,15.21
1917.11,7.04,0.68,1.3,13.5,1917.87,4.51,121.93,11.76,22.53,6.75,0.703,0.096477273,15.45
1917.12,6.8,0.69,1.28,13.7,1917.96,4.54,116.05,11.78,21.84,6.41,0.685,0.101470588,15.7
1918.01,7.21,0.68,1.26,14,1918.04,4.57,120.41,11.36,20.98,6.64,-0.634,0.094313454,15.47
1918.02,7.43,0.67,1.23,14.1,1918.12,4.56,123.21,11.11,20.43,6.78,-0.643,0.090174966,15.24
1918.03,7.28,0.66,1.21,14,1918.21,4.56,121.58,11.02,20.17,6.69,-0.653,0.090659341,15.02
1918.04,7.21,0.65,1.18,14.2,1918.29,4.55,118.72,10.7,19.48,6.52,-0.663,0.090152566,14.79
1918.05,7.44,0.64,1.16,14.5,1918.37,4.55,119.97,10.32,18.69,6.58,-0.673,0.086021505,14.56
1918.06,7.45,0.63,1.14,14.7,1918.46,4.54,118.49,10.02,18.05,6.5,-0.684,0.084563758,14.33
1918.07,7.51,0.62,1.11,15.1,1918.54,4.54,116.28,9.6,17.2,6.37,-0.695,0.082556591,14.11
1918.08,7.58,0.61,1.09,15.4,1918.62,4.53,115.08,9.26,16.5,6.3,-0.706,0.080474934,13.88
1918.09,7.54,0.6,1.06,15.7,1918.71,4.52,112.29,8.94,15.83,6.15,-0.718,0.079575597,13.65
1918.1,7.86,0.59,1.04,16,1918.79,4.52,114.86,8.62,15.17,6.29,-0.73,0.075063613,13.42
1918.11,8.06,0.58,1.01,16.3,1918.87,4.51,115.61,8.32,14.54,6.33,-0.742,0.071960298,13.2
1918.12,7.9,0.57,0.99,16.5,1918.96,4.51,111.94,8.08,14.03,6.13,-0.755,0.072151899,12.97
1919.01,7.85,0.57,0.99,16.5,1919.04,4.5,111.24,8.03,13.96,6.1,-0.252,0.072191083,12.89
1919.02,7.88,0.56,0.98,16.2,1919.12,4.54,113.73,8.13,14.14,6.24,-0.261,0.071484772,12.82
1919.03,8.12,0.56,0.98,16.4,1919.21,4.58,115.76,7.98,13.9,6.36,-0.255,0.068965517,12.74
1919.04,8.39,0.56,0.97,16.7,1919.29,4.62,117.46,7.79,13.58,6.46,-0.257,0.066352801,12.67
1919.05,8.97,0.55,0.97,16.9,1919.37,4.66,124.1,7.65,13.35,6.83,-0.266,0.061683389,12.59
1919.06,9.21,0.55,0.96,16.9,1919.46,4.7,127.42,7.61,13.28,7.02,-0.26,0.059717698,12.51
1919.07,9.51,0.55,0.96,17.4,1919.54,4.74,127.79,7.35,12.83,7.05,-0.261,0.057486856,12.44
1919.08,8.87,0.54,0.95,17.7,1919.62,4.77,117.17,7.18,12.55,6.48,-0.271,0.061251409,12.36
1919.09,9.01,0.54,0.95,17.8,1919.71,4.81,118.35,7.09,12.41,6.56,-0.265,0.059933407,12.29
1919.1,9.47,0.54,0.94,18.1,1919.79,4.85,122.33,6.93,12.14,6.79,-0.266,0.056673706,12.21
1919.11,9.19,0.53,0.94,18.5,1919.87,4.89,116.15,6.74,11.82,6.47,-0.276,0.058030468,12.13
1919.12,8.92,0.53,0.93,18.9,1919.96,4.93,110.35,6.56,11.5,6.16,-0.27,0.05941704,12.06
1920.01,8.83,0.53,0.92,19.3,1920.04,4.97,106.97,6.4,11.14,5.99,-0.14,0.059830125,12.02
1920.02,8.1,0.53,0.91,19.5,1920.12,4.98,97.12,6.32,10.89,5.46,-0.132,0.065024691,11.98
1920.03,8.67,0.53,0.9,19.7,1920.21,4.99,102.9,6.23,10.65,5.8,-0.14,0.060553633,11.94
1920.04,8.6,0.52,0.89,20.3,1920.29,5,99.05,6.03,10.21,5.6,-0.141,0.060848837,11.91
1920.05,8.06,0.52,0.88,20.6,1920.37,5.01,91.48,5.92,9.94,5.19,-0.133,0.064727047,11.87
1920.06,7.92,0.52,0.87,20.9,1920.46,5.02,88.6,5.82,9.68,5.04,-0.142,0.065656566,11.83
1920.07,7.91,0.52,0.85,20.8,1920.54,5.03,88.91,5.83,9.6,5.08,-0.142,0.065524652,11.79
1920.08,7.6,0.52,0.84,20.3,1920.62,5.04,87.53,5.95,9.71,5.02,-0.134,0.067986842,11.76
1920.09,7.87,0.52,0.83,20,1920.71,5.05,92,6.02,9.73,5.3,-0.143,0.065438374,11.72
1920.1,7.88,0.51,0.82,19.9,1920.79,5.06,92.58,6.03,9.65,5.35,-0.144,0.065139594,11.68
1920.11,7.48,0.51,0.81,19.8,1920.87,5.07,88.33,6.04,9.57,5.13,-0.136,0.068409091,11.64
1920.12,6.81,0.51,0.8,19.4,1920.96,5.08,82.07,6.15,9.64,4.78,-0.145,0.074889868,11.6
1921.01,7.11,0.51,0.76,19,1921.04,5.09,87.49,6.22,9.32,5.12,-0.359,0.071139241,11.51
1921.02,7.06,0.5,0.72,18.4,1921.12,5.02,89.71,6.38,9.09,5.27,-0.353,0.071062323,11.41
1921.03,6.88,0.5,0.67,18.3,1921.21,4.96,87.9,6.36,8.59,5.19,-0.365,0.072311047,11.32
1921.04,6.91,0.49,0.63,18.1,1921.29,4.89,89.26,6.37,8.14,5.3,-0.368,0.071389291,11.22
1921.05,7.12,0.49,0.59,17.7,1921.37,4.83,94.05,6.46,7.76,5.61,-0.362,0.068707865,11.13
1921.06,6.55,0.49,0.55,17.6,1921.46,4.76,87.01,6.44,7.24,5.22,-0.374,0.074045802,11.03
1921.07,6.53,0.48,0.5,17.7,1921.54,4.7,86.26,6.35,6.64,5.2,-0.378,0.073629403,10.94
1921.08,6.45,0.48,0.46,17.7,1921.62,4.63,85.2,6.3,6.08,5.16,-0.372,0.073906977,10.85
1921.09,6.61,0.47,0.42,17.5,1921.71,4.56,88.31,6.31,5.58,5.38,-0.384,0.071482602,10.75
1921.1,6.7,0.47,0.38,17.5,1921.79,4.5,89.51,6.26,5.01,5.48,-0.388,0.069895522,10.65
1921.11,7.06,0.46,0.33,17.4,1921.87,4.43,94.87,6.24,4.47,5.84,-0.382,0.065750708,10.56
1921.12,7.31,0.46,0.29,17.3,1921.96,4.37,98.79,6.22,3.92,6.11,-0.395,0.062927497,10.47
1922.01,7.3,0.46,0.32,16.9,1922.04,4.3,100.99,6.42,4.47,6.29,0.395,0.063589041,10.56
1922.02,7.46,0.47,0.36,16.9,1922.12,4.31,103.21,6.48,4.93,6.46,0.382,0.062774799,10.65
1922.03,7.74,0.47,0.39,16.7,1922.21,4.31,108.36,6.62,5.46,6.82,0.388,0.061046512,10.75
1922.04,8.21,0.48,0.42,16.7,1922.29,4.32,114.94,6.67,5.93,7.27,0.384,0.058063337,10.85
1922.05,8.53,0.48,0.46,16.7,1922.37,4.32,119.42,6.73,6.39,7.59,0.372,0.056365768,10.94
1922.06,8.45,0.49,0.49,16.7,1922.46,4.33,118.3,6.79,6.86,7.56,0.378,0.05739645,11.03
1922.07,8.51,0.49,0.52,16.8,1922.54,4.33,118.43,6.81,7.28,7.6,0.374,0.057485311,11.13
1922.08,8.83,0.49,0.56,16.6,1922.62,4.34,124.37,6.95,7.84,8.02,0.362,0.055866365,11.22
1922.09,9.06,0.5,0.59,16.6,1922.71,4.34,127.61,7.01,8.31,8.27,0.368,0.0549117,11.32
1922.1,9.26,0.5,0.62,16.7,1922.79,4.35,129.64,7.02,8.73,8.43,0.365,0.054179266,11.41
1922.11,8.8,0.51,0.66,16.8,1922.87,4.35,122.47,7.04,9.14,8,0.353,0.057477273,11.51
1922.12,8.78,0.51,0.69,16.9,1922.96,4.36,121.47,7.06,9.55,7.96,0.359,0.05808656,11.6
1923.01,8.9,0.51,0.71,16.8,1923.04,4.36,123.86,7.12,9.94,8.15,0.145,0.057494382,11.64
1923.02,9.28,0.51,0.74,16.8,1923.12,4.34,129.15,7.14,10.28,8.53,0.136,0.0553125,11.68
1923.03,9.43,0.52,0.76,16.8,1923.21,4.31,131.24,7.17,10.61,8.7,0.144,0.054612937,11.72
1923.04,9.1,0.52,0.79,16.9,1923.29,4.29,125.9,7.15,10.88,8.37,0.143,0.05678022,11.76
1923.05,8.67,0.52,0.81,16.9,1923.37,4.26,119.95,7.17,11.22,8,0.134,0.059780854,11.79
1923.06,8.34,0.52,0.84,17,1923.46,4.24,114.7,7.15,11.48,7.67,0.142,0.06235012,11.83
1923.07,8.06,0.52,0.86,17.2,1923.54,4.21,109.56,7.09,11.68,7.35,0.142,0.064727047,11.87
1923.08,8.1,0.52,0.88,17.1,1923.62,4.19,110.75,7.16,12.08,7.44,0.133,0.064604938,11.91
1923.09,8.15,0.53,0.91,17.2,1923.71,4.16,110.79,7.14,12.34,7.46,0.141,0.064417178,11.94
1923.1,8.03,0.53,0.93,17.3,1923.79,4.14,108.52,7.12,12.59,7.32,0.14,0.065591532,11.98
1923.11,8.27,0.53,0.96,17.3,1923.87,4.11,111.77,7.14,12.92,7.55,0.132,0.063881499,12.02
1923.12,8.55,0.53,0.98,17.3,1923.96,4.09,115.55,7.16,13.24,7.81,0.14,0.061988304,12.06
1924.01,8.83,0.53,0.98,17.3,1924.04,4.06,119.34,7.19,13.19,8.07,0.139,0.060215176,12.1
1924.02,8.87,0.53,0.97,17.2,1924.12,4.04,120.57,7.25,13.21,8.16,0.13,0.060124014,12.13
1924.03,8.7,0.54,0.97,17.1,1924.21,4.03,118.95,7.32,13.23,8.06,0.138,0.061494253,12.17
1924.04,8.5,0.54,0.96,17,1924.29,4.01,116.9,7.38,13.25,7.92,0.138,0.063141176,12.21
1924.05,8.47,0.54,0.96,17,1924.37,3.99,116.49,7.4,13.19,7.9,0.129,0.063553719,12.25
1924.06,8.63,0.54,0.96,17,1924.46,3.98,118.69,7.43,13.13,8.05,0.137,0.062572422,12.29
1924.07,9.03,0.54,0.95,17.1,1924.54,3.96,123.47,7.41,13,8.38,0.137,0.059988926,12.32
1924.08,9.34,0.54,0.95,17,1924.62,3.94,128.46,7.47,13.02,8.72,0.128,0.058169165,12.36
1924.09,9.25,0.55,0.94,17.1,1924.71,3.93,126.47,7.45,12.89,8.58,0.136,0.058918919,12.4
1924.1,9.13,0.55,0.94,17.2,1924.79,3.91,124.11,7.43,12.75,8.42,0.135,0.059879518,12.44
1924.11,9.64,0.55,0.93,17.2,1924.87,3.89,131.04,7.45,12.7,8.89,0.127,0.056877593,12.48
1924.12,10.16,0.55,0.93,17.3,1924.96,3.88,137.31,7.43,12.57,9.31,0.134,0.054133858,12.51
1925.01,10.58,0.55,0.96,17.3,1925.04,3.86,142.99,7.49,12.93,9.69,0.33,0.052381853,12.61
1925.02,10.67,0.56,0.98,17.2,1925.12,3.85,145.04,7.59,13.37,9.83,0.32,0.052324274,12.7
1925.03,10.39,0.56,1.01,17.3,1925.21,3.83,140.42,7.6,13.65,9.52,0.325,0.054138595,12.8
1925.04,10.28,0.57,1.04,17.2,1925.29,3.82,139.74,7.7,14.1,9.48,0.323,0.055126459,12.89
1925.05,10.61,0.57,1.06,17.3,1925.37,3.8,143.39,7.71,14.37,9.73,0.313,0.053798303,12.99
1925.06,10.8,0.58,1.09,17.5,1925.46,3.79,144.29,7.68,14.56,9.8,0.318,0.053240741,13.08
1925.07,11.1,0.58,1.12,17.7,1925.54,3.77,146.63,7.65,14.75,9.96,0.316,0.05218018,13.18
1925.08,11.25,0.58,1.14,17.7,1925.62,3.76,148.61,7.71,15.1,10.11,0.306,0.051848889,13.27
1925.09,11.51,0.59,1.17,17.7,1925.71,3.74,152.04,7.76,15.46,10.36,0.312,0.051042572,13.37
1925.1,11.89,0.59,1.2,17.7,1925.79,3.73,157.06,7.82,15.81,10.72,0.309,0.049764508,13.46
1925.11,12.26,0.6,1.22,18,1925.87,3.71,159.25,7.74,15.89,10.89,0.3,0.048597064,13.56
1925.12,12.46,0.6,1.25,17.9,1925.96,3.7,162.75,7.84,16.33,11.15,0.305,0.048154093,13.65
1926.01,12.65,0.61,1.25,17.9,1926.04,3.68,165.23,7.94,16.31,11.34,0.54,0.048023715,13.82
1926.02,12.67,0.62,1.25,17.9,1926.12,3.65,165.49,8.03,16.3,11.39,0.533,0.048539858,13.99
1926.03,11.81,0.62,1.25,17.8,1926.21,3.62,155.13,8.18,16.39,10.71,0.526,0.052709568,14.16
1926.04,11.48,0.63,1.25,17.9,1926.29,3.6,149.95,8.23,16.29,10.4,0.52,0.054878049,14.33
1926.05,11.56,0.64,1.25,17.8,1926.37,3.57,151.84,8.37,16.37,10.58,0.514,0.055147059,14.5
1926.06,12.11,0.65,1.25,17.7,1926.46,3.54,159.97,8.52,16.45,11.2,0.508,0.053261767,14.68
1926.07,12.62,0.65,1.24,17.5,1926.54,3.51,168.61,8.72,16.62,11.87,0.502,0.051703645,14.85
1926.08,13.12,0.66,1.24,17.4,1926.62,3.48,176.3,8.87,16.7,12.49,0.496,0.050304878,15.02
1926.09,13.32,0.67,1.24,17.5,1926.71,3.45,177.96,8.92,16.59,12.69,0.491,0.050112613,15.19
1926.1,13.02,0.68,1.24,17.6,1926.79,3.43,172.96,8.97,16.5,12.43,0.485,0.051843318,15.36
1926.11,13.19,0.68,1.24,17.7,1926.87,3.4,174.23,9.02,16.39,12.62,0.48,0.051743745,15.53
1926.12,13.49,0.69,1.24,17.7,1926.96,3.37,178.2,9.11,16.38,13.01,0.475,0.051148999,15.7
1927.01,13.4,0.7,1.23,17.5,1927.04,3.34,179.03,9.31,16.42,13.19,0.42,0.051992537,15.85
1927.02,13.66,0.7,1.22,17.4,1927.12,3.34,183.55,9.45,16.37,13.63,0.409,0.051486091,16
1927.03,13.87,0.71,1.21,17.3,1927.21,3.34,187.45,9.6,16.33,14.03,0.412,0.051189618,16.15
1927.04,14.21,0.72,1.2,17.3,1927.29,3.34,192.05,9.69,16.18,14.49,0.408,0.050436312,16.31
1927.05,14.7,0.72,1.19,17.4,1927.37,3.34,197.53,9.72,15.94,15,0.398,0.049204082,16.46
1927.06,14.89,0.73,1.18,17.6,1927.46,3.34,197.81,9.7,15.61,15.12,0.4,0.049026192,16.61
1927.07,15.22,0.74,1.16,17.3,1927.54,3.34,205.7,9.96,15.73,15.82,0.397,0.048403417,16.76
1927.08,16.03,0.74,1.15,17.2,1927.62,3.33,217.9,10.1,15.67,16.86,0.387,0.046369308,16.91
1927.09,16.94,0.75,1.14,17.3,1927.71,3.33,228.94,10.14,15.45,17.82,0.39,0.044273908,17.06
1927.1,16.68,0.76,1.13,17.4,1927.79,3.33,224.13,10.17,15.21,17.54,0.386,0.045365707,17.22
1927.11,17.06,0.76,1.12,17.3,1927.87,3.33,230.56,10.32,15.15,18.13,0.377,0.044742087,17.37
1927.12,17.46,0.77,1.11,17.3,1927.96,3.33,235.97,10.41,15,18.65,0.38,0.044100802,17.52
1928.01,17.53,0.78,1.13,17.3,1928.04,3.33,236.92,10.5,15.31,18.81,0.376,0.044306902,17.67
1928.02,17.32,0.78,1.16,17.1,1928.12,3.35,236.82,10.71,15.79,18.87,0.367,0.045225173,17.82
1928.03,18.25,0.79,1.18,17.1,1928.21,3.38,249.53,10.8,16.09,19.94,0.37,0.043287671,17.97
1928.04,19.4,0.8,1.2,17.1,1928.29,3.4,265.26,10.89,16.41,21.26,0.367,0.04106701,18.13
1928.05,20,0.8,1.22,17.2,1928.37,3.42,271.87,10.92,16.61,21.83,0.358,0.040165,18.28
1928.06,19.02,0.81,1.25,17.1,1928.46,3.44,260.06,11.08,17.02,20.91,0.361,0.042586751,18.43
1928.07,19.16,0.82,1.27,17.1,1928.54,3.47,261.97,11.17,17.34,21.08,0.358,0.042625261,18.58
1928.08,19.78,0.82,1.29,17.1,1928.62,3.49,270.45,11.26,17.64,21.76,0.35,0.041622851,18.73
1928.09,21.17,0.83,1.31,17.3,1928.71,3.51,286.11,11.22,17.73,23,0.352,0.039206424,18.88
1928.1,21.6,0.84,1.34,17.2,1928.79,3.53,293.62,11.37,18.15,23.58,0.349,0.038736111,19.04
1928.11,23.06,0.84,1.36,17.2,1928.87,3.56,313.47,11.46,18.45,25.12,0.341,0.036569818,19.19
1928.12,23.15,0.85,1.38,17.1,1928.96,3.58,316.53,11.62,18.87,25.3,0.344,0.036717063,19.34
1929.01,24.86,0.86,1.4,17.1,1929.04,3.6,339.91,11.76,19.13,27.08,0.508,0.034593725,19.57
1929.02,24.99,0.87,1.42,17.1,1929.12,3.57,341.69,11.9,19.39,27.13,0.502,0.034813926,19.79
1929.03,25.43,0.88,1.44,17,1929.21,3.55,349.75,12.1,19.78,27.68,0.496,0.034604797,20.02
1929.04,25.28,0.89,1.46,16.9,1929.29,3.52,349.74,12.31,20.16,27.57,0.491,0.035205696,20.25
1929.05,25.66,0.9,1.48,17,1929.37,3.5,352.91,12.38,20.3,27.7,0.485,0.035074045,20.48
1929.06,26.15,0.91,1.5,17.1,1929.46,3.47,357.55,12.44,20.44,27.94,0.48,0.034799235,20.7
1929.07,28.48,0.92,1.51,17.3,1929.54,3.45,384.9,12.43,20.46,29.93,0.475,0.032303371,20.93
1929.08,30.1,0.93,1.53,17.3,1929.62,3.42,406.8,12.57,20.72,31.48,0.47,0.03089701,21.16
1929.09,31.3,0.94,1.55,17.3,1929.71,3.39,423.02,12.7,20.98,32.56,0.464,0.030031949,21.39
1929.1,27.99,0.95,1.57,17.3,1929.79,3.37,378.28,12.84,21.25,28.96,0.46,0.033940693,21.61
1929.11,20.58,0.96,1.59,17.3,1929.87,3.34,278.14,12.97,21.5,21.17,0.455,0.04664723,21.84
1929.12,21.4,0.97,1.61,17.2,1929.96,3.32,290.9,13.19,21.89,22.01,0.45,0.045327103,22.07
1930.01,21.71,0.97,1.56,17.1,1930.04,3.29,296.84,13.27,21.29,22.31,0.036,0.04471672,22.09
1930.02,23.07,0.97,1.5,17,1930.12,3.29,317.29,13.36,20.67,23.7,0.04,0.042119636,22.11
1930.03,23.94,0.97,1.45,16.9,1930.21,3.3,331.2,13.45,20.06,24.59,0.036,0.040622389,22.13
